row_number,source_row_id,voucher_text,voucher_norm,sales_account,sales_account_norm,product,product_norm,sales_account_exists,product_exists,exact_mapping_exists,is_business_skip_row
729,729,JH/2526/ 731,JH2526731,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
730,730,JH/2526/ 768,JH2526768,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
731,731,JH/2526/ 797,JH2526797,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
732,732,JH/2526/ 814,JH2526814,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
733,733,JH/2526/ 816,JH2526816,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
734,734,JH/2526/ 818,JH2526818,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
735,735,JH/2526/ 823,JH2526823,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
736,736,JH/2526/ 823,JH2526823,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
737,737,JH/2526/ 850,JH2526850,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
738,738,JH/2526/ 852,JH2526852,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
739,739,JH/2526/ 856,JH2526856,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
740,740,JH/2526/ 865,JH2526865,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
741,741,JH/2526/ 871,JH2526871,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
742,742,JH/2526/ 884,JH2526884,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
743,743,JH/2526/ 895,JH2526895,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
744,744,JH/2526/ 909,JH2526909,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
745,745,JH/2526/ 928,JH2526928,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
746,746,JH/2526/ 939,JH2526939,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
747,747,JH/2526/ 940,JH2526940,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
748,748,JH/2526/ 959,JH2526959,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
749,749,JH/2526/ 1022,JH25261022,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
750,750,JH/2526/ 1038,JH25261038,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
751,751,JH/2526/ 1042,JH25261042,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
752,752,JH/2526/ 1049,JH25261049,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
753,753,JH/2526/ 1058,JH25261058,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
754,754,JH/2526/ 1066,JH25261066,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
755,755,JH/2526/ 1067,JH25261067,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
756,756,JH/2526/ 1067,JH25261067,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
757,757,JH/2526/ 1087,JH25261087,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 35,DI. RA 35,true,true,true,false
758,758,JH/2526/ 16,JH252616,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
759,759,JH/2526/ 16,JH252616,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
760,760,JH/2526/ 17,JH252617,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
761,761,JH/2526/ 19,JH252619,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
762,762,JH/2526/ 19,JH252619,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
763,763,JH/2526/ 20,JH252620,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
764,764,JH/2526/ 73,JH252673,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
765,765,JH/2526/ 89,JH252689,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
766,766,JH/2526/ 89,JH252689,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
767,767,JH/2526/ 91,JH252691,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
768,768,JH/2526/ 129,JH2526129,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
769,769,JH/2526/ 182,JH2526182,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
770,770,JH/2526/ 195,JH2526195,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
771,771,JH/2526/ 214,JH2526214,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
772,772,JH/2526/ 229,JH2526229,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
773,773,JH/2526/ 229,JH2526229,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
774,774,JH/2526/ 232,JH2526232,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
775,775,JH/2526/ 243,JH2526243,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
776,776,JH/2526/ 247,JH2526247,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
777,777,JH/2526/ 250,JH2526250,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
778,778,JH/2526/ 253,JH2526253,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
779,779,JH/2526/ 253,JH2526253,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
780,780,JH/2526/ 268,JH2526268,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
781,781,JH/2526/ 269,JH2526269,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
782,782,JH/2526/ 270,JH2526270,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
783,783,JH/2526/ 270,JH2526270,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
784,784,JH/2526/ 274,JH2526274,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
785,785,JH/2526/ 275,JH2526275,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
786,786,JH/2526/ 276,JH2526276,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
787,787,JH/2526/ 284,JH2526284,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
788,788,JH/2526/ 285,JH2526285,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
789,789,JH/2526/ 287,JH2526287,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
790,790,JH/2526/ 287,JH2526287,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
791,791,JH/2526/ 290,JH2526290,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
792,792,JH/2526/ 290,JH2526290,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
793,793,JH/2526/ 294,JH2526294,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
794,794,JH/2526/ 310,JH2526310,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
795,795,JH/2526/ 316,JH2526316,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
796,796,JH/2526/ 322,JH2526322,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
797,797,JH/2526/ 325,JH2526325,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
798,798,JH/2526/ 325,JH2526325,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
799,799,JH/2526/ 329,JH2526329,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
800,800,JH/2526/ 338,JH2526338,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
801,801,JH/2526/ 358,JH2526358,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
802,802,JH/2526/ 364,JH2526364,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
803,803,JH/2526/ 366,JH2526366,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
804,804,JH/2526/ 369,JH2526369,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
805,805,JH/2526/ 371,JH2526371,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
806,806,JH/2526/ 375,JH2526375,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
807,807,JH/2526/ 376,JH2526376,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
808,808,JH/2526/ 376,JH2526376,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
809,809,JH/2526/ 390,JH2526390,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
810,810,JH/2526/ 392,JH2526392,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
811,811,JH/2526/ 413,JH2526413,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
812,812,JH/2526/ 415,JH2526415,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
813,813,JH/2526/ 418,JH2526418,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
814,814,JH/2526/ 418,JH2526418,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
815,815,JH/2526/ 420,JH2526420,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
816,816,JH/2526/ 422,JH2526422,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
817,817,JH/2526/ 426,JH2526426,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
818,818,JH/2526/ 428,JH2526428,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
819,819,JH/2526/ 449,JH2526449,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
820,820,JH/2526/ 450,JH2526450,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
821,821,JH/2526/ 450,JH2526450,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
822,822,JH/2526/ 479,JH2526479,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
823,823,JH/2526/ 506,JH2526506,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
824,824,JH/2526/ 524,JH2526524,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
825,825,JH/2526/ 549,JH2526549,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
826,826,JH/2526/ 562,JH2526562,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
827,827,JH/2526/ 563,JH2526563,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
828,828,JH/2526/ 563,JH2526563,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
829,829,JH/2526/ 564,JH2526564,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
830,830,JH/2526/ 566,JH2526566,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
831,831,JH/2526/ 577,JH2526577,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
832,832,JH/2526/ 611,JH2526611,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
833,833,JH/2526/ 650,JH2526650,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
834,834,JH/2526/ 670,JH2526670,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
835,835,JH/2526/ 671,JH2526671,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
836,836,JH/2526/ 684,JH2526684,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
837,837,JH/2526/ 686,JH2526686,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
838,838,JH/2526/ 697,JH2526697,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
839,839,JH/2526/ 697,JH2526697,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
840,840,JH/2526/ 715,JH2526715,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
841,841,JH/2526/ 718,JH2526718,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
842,842,JH/2526/ 740,JH2526740,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
843,843,JH/2526/ 744,JH2526744,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
844,844,JH/2526/ 753,JH2526753,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
845,845,JH/2526/ 753,JH2526753,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
846,846,JH/2526/ 753,JH2526753,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
847,847,JH/2526/ 761,JH2526761,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
848,848,JH/2526/ 762,JH2526762,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
849,849,JH/2526/ 766,JH2526766,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
850,850,JH/2526/ 767,JH2526767,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
851,851,JH/2526/ 770,JH2526770,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
852,852,JH/2526/ 799,JH2526799,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
853,853,JH/2526/ 799,JH2526799,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
854,854,JH/2526/ 802,JH2526802,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
855,855,JH/2526/ 812,JH2526812,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
856,856,JH/2526/ 818,JH2526818,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
857,857,JH/2526/ 818,JH2526818,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
858,858,JH/2526/ 853,JH2526853,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
859,859,JH/2526/ 874,JH2526874,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
860,860,JH/2526/ 879,JH2526879,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
861,861,JH/2526/ 888,JH2526888,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
862,862,JH/2526/ 891,JH2526891,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
863,863,JH/2526/ 910,JH2526910,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
864,864,JH/2526/ 910,JH2526910,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
865,865,JH/2526/ 911,JH2526911,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
866,866,JH/2526/ 921,JH2526921,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
867,867,JH/2526/ 921,JH2526921,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
868,868,JH/2526/ 930,JH2526930,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
869,869,JH/2526/ 934,JH2526934,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
870,870,JH/2526/ 935,JH2526935,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
871,871,JH/2526/ 937,JH2526937,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
872,872,JH/2526/ 938,JH2526938,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
873,873,JH/2526/ 940,JH2526940,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
874,874,JH/2526/ 940,JH2526940,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
875,875,JH/2526/ 941,JH2526941,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
876,876,JH/2526/ 941,JH2526941,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
877,877,JH/2526/ 950,JH2526950,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
878,878,JH/2526/ 975,JH2526975,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
879,879,JH/2526/ 975,JH2526975,JEWEL SALES ACCOUNT - DIAMONDS,JEWEL SALES ACCOUNT - DIAMONDS,DI. RA 40,DI. RA 40,true,true,true,false
